prop_id,srch_id,category
21198,26378,
37798,128613,
114250,133735,
28908,18818,
77995,8701,
71039,319792,
27828,276503,
41066,74816,
137083,272590,
129488,227160,
71699,273839,
48407,84436,
56796,21524,
11302,155584,
113035,176261,
93741,74673,
79209,152587,
87326,30610,
43261,266168,
78739,302786,
76398,205597,
1833,94466,
49368,276013,
103872,102626,
36952,199537,
89202,22428,
140130,125680,
112345,74008,
128090,191684,
39004,17074,
60170,294238,
24157,50331,
95763,149428,
92135,165355,
52279,11289,
86583,61089,
23256,11855,
118188,241937,
101621,93573,
118588,268731,
4780,53372,
124635,280098,
98107,130141,
104259,32740,
134154,100052,
9665,177226,
130349,209264,
35936,224931,
62404,36208,
5847,327244,
20406,247564,
74048,136624,
50284,132661,
135247,233544,
133451,320101,
101096,107,
38161,181111,
39292,72007,
75952,53275,
68184,111977,
101728,44414,
31135,136990,
132122,5269,
35479,300879,
29633,24742,
37171,195,
1162,7859,
116747,16913,
13992,8409,
103757,239404,
103862,100739,
16649,222808,
107973,226462,
69370,218179,
83840,250996,
112502,278254,
119049,199972,
127808,22049,
22476,90541,
121053,261410,
120695,19066,
42171,39360,
3065,150552,
63962,90995,
117218,179100,
78474,213080,
131875,134924,
54247,154528,
49579,118211,
18716,184485,
25665,169947,
3709,178714,
12641,299209,
101594,209511,
16499,291953,
61011,24862,
73851,31852,
71739,310363,
40974,156649,
84413,34499,
107744,245454,
2771,120254,
73307,224603,
97982,295226,
25168,61696,
75778,323017,
82620,241325,
119207,62251,
94837,136165,
39789,73861,
22859,133041,
7349,64637,
140264,327949,
48364,138027,
93502,15046,
9545,308361,
69092,191986,
28333,1272,
98488,121260,
114557,141297,
134833,274419,
8898,226219,
12651,324424,
98730,44291,
133848,176833,
44375,218606,
67617,36604,
79490,84911,
128682,314652,
128154,136320,
14808,169074,
36010,302065,
78400,24411,
39152,138194,
62740,324843,
104634,20427,
38758,1716,
85576,251615,
102234,9947,
116859,224325,
98769,65252,
130594,293360,
59809,212489,
130154,103860,
27002,168220,
47912,281482,
41088,166598,
61594,280860,
19233,145390,
99430,250510,
125611,66273,
40491,31476,
121115,126975,
138628,239089,
127495,268833,
78360,72403,
22013,98741,
64274,71566,
22300,123628,
80869,278851,
140761,308309,
35193,97201,
40441,117420,
51371,311808,
80400,44532,
71135,24749,
69649,69207,
102529,180960,
69923,67920,
75955,128240,
4304,127497,
109958,45086,
76167,148081,
37581,3253,
27867,285518,
68420,6980,
52330,231731,
34942,265853,
108827,199291,
106919,122728,
28444,288098,
62823,109480,
9987,191427,
63604,212625,
9434,79513,
34677,122662,
27302,106425,
110202,241445,
89672,22746,
2330,296236,
120968,318214,
45242,161236,
139893,331478,
29856,159060,
59204,267029,
41740,278665,
42202,163598,
7997,115385,
70684,202649,
20659,145921,
132577,104951,
60207,252592,
8139,56918,
127959,57173,
115544,172943,
20015,302193,
41279,92766,
100547,155228,
126893,271018,
75291,154532,
125409,172854,
755,240358,
10214,86503,
60725,265809,
96916,184674,
78574,147936,
4867,93353,
28726,212163,
73871,225037,
40184,324662,
48797,28815,
44060,152904,
116176,8941,
26739,200507,
80605,173717,
132998,208745,
22434,137569,
127548,7354,
42225,76582,
119306,250197,
19210,59711,
94554,223759,
11147,131473,
46569,183109,
70221,197305,
38947,4887,
90730,99656,
23436,198643,
45731,54235,
112479,299604,
136787,317315,
85116,174409,
45365,319420,
95215,278807,
32363,255245,
98784,319182,
44045,61623,
115123,118195,
135096,272630,
113035,127645,
131892,181818,
90015,134428,
70591,87611,
136880,122821,
6435,244318,
34009,328861,
45851,286478,
65623,51869,
140640,310521,
134845,186031,
31286,234892,
61427,204011,
64446,85557,
60962,274801,
26143,112024,
31573,37472,
76830,18408,
96442,109553,
7880,304604,
90238,201141,
88553,24623,
106660,155873,
125378,31476,
9214,90242,
19748,110830,
18420,34642,
21433,218666,
107235,13224,
24079,292208,
118188,328713,
101241,104129,
89300,301520,
20494,181866,
21198,227812,
1294,315048,
128724,201589,
59276,42028,
125898,177762,
138259,65179,
116077,68214,
11473,298767,
121588,107150,
25764,205712,
91330,233403,
137937,30867,
10805,97785,
109346,77434,
40199,120780,
90017,226986,
57802,284646,
139044,28758,
82078,211380,
78685,212593,
63848,113448,
41573,191309,
19898,26680,
92908,89511,
98719,258553,
98259,256060,
55035,28990,
104156,173193,
98577,316231,
97878,176623,
61720,83468,
59098,24574,
105062,31739,
118722,306546,
65671,165779,
41368,89860,
18569,240735,
137289,190049,
133042,99875,
133425,83283,
29626,30755,
78838,50997,
27645,101346,
34031,209932,
12518,243994,
72262,4528,
126798,249603,
88613,190420,
139917,29998,
112246,26573,
138040,267111,
131880,101136,
70750,202428,
68317,318361,
104293,327520,
19157,18579,
88644,15600,
100892,95937,
92526,265292,
21281,59301,
61553,89944,
101164,203849,
24092,214390,
959,176199,
99735,41762,
5407,171440,
25779,63602,
83507,220436,
6254,316480,
126818,326249,
117971,64127,
20633,231500,
102345,223405,
63443,12056,
5739,163391,
60240,293791,
58508,186028,
134288,92032,
15650,189256,
73661,91418,
78725,15103,
43263,328613,
63852,4047,
67428,92185,
87652,20606,
59645,69870,
100874,159314,
24440,223103,
8791,6784,
120872,231020,
59374,152073,
39470,179288,
37818,164570,
57268,246136,
80863,138964,
28078,209284,
105675,260414,
95848,293914,
45705,164329,
91102,113932,
91464,304132,
137991,251076,
43222,306304,
32798,130789,
22180,247101,
114648,122577,
91734,9295,
89688,71353,
15941,314006,
114420,263951,
47595,117266,
69638,292040,
121675,82788,
131718,309760,
140687,300028,
108570,191195,
77964,208573,
93734,283986,
99147,175356,
111416,83964,
114204,252840,
105031,96566,
66608,139983,
93872,17027,
33201,258211,
106018,262988,
11244,307370,
85333,174615,
129565,220560,
51178,160034,
132592,325503,
13580,186790,
115970,108948,
55300,150338,
134421,272888,
98470,100194,
106672,149487,
113768,293712,
67084,269346,
51,160454,
20692,9638,
80009,209987,
131697,48743,
85141,298288,
71658,698,
88377,192513,
11331,53074,
14466,253964,
92799,268092,
74211,53467,
53246,212737,
55945,307378,
59657,190370,
4988,127590,
125311,327674,
41573,169,
80045,322083,
39526,81660,
32740,2631,
2916,330968,
30451,250036,
112817,97227,
103092,279751,
87788,181070,
76302,158696,
11519,311845,
3704,12606,
35502,311910,
12231,119635,
4570,298765,
135774,65438,
73320,318680,
83145,141922,
99889,291285,
123948,161299,
90472,155673,
105804,302325,
110642,209356,
17159,168387,
43555,84479,
5380,305075,
125053,256155,
80800,156405,
52111,89335,
14260,167454,
39764,266876,
39561,329278,
85204,170683,
41278,41106,
73476,266397,
35115,105692,
118928,230132,
8909,77410,
104364,70320,
139428,24656,
46899,310967,
26357,45086,
1833,53533,
12325,181417,
138282,327305,
125337,233376,
81571,74591,
99711,93811,
35158,71015,
74461,219683,
117062,1310,
118822,163788,
55669,37504,
130658,310541,
32880,243095,
50016,160791,
33553,12754,
77247,142001,
60003,56043,
82210,324546,
57109,329817,
120220,21068,
16029,47802,
50016,88470,
42000,136701,
92653,264336,
52234,16436,
105779,79937,
2194,201899,
10841,100020,
44684,225213,
132469,93571,
22308,275902,
101252,223536,
35386,88608,
31149,305484,
107126,284323,
3005,28178,
139133,169608,
52829,152080,
94897,239738,
32948,99746,
127924,315710,
18287,105281,
123835,93142,
9987,87024,
140484,264755,
57125,92032,
75576,118655,
75353,163365,
96565,50974,
123596,226054,
93378,285623,
63916,100201,
47556,85976,
15281,72093,
49905,263627,
108213,140069,
30304,257258,
10107,321685,
116942,171349,
78621,57262,
21386,189489,
69558,165299,
58733,292674,
126011,85588,
51760,63498,
128048,72546,
62726,197172,
88634,99948,
118881,243270,
40600,220632,
82665,122176,
19585,164823,
109160,166547,
44484,241149,
59780,314181,
27142,84979,
55925,63334,
134877,316053,
123948,259508,
101317,99361,
65602,43557,
122761,308894,
95628,303643,
71636,322499,
94632,251533,
73361,41181,
31150,94064,
63934,310645,
39131,247541,
12015,157198,
50638,15173,
39442,301087,
36441,261208,
63105,25004,
114825,48424,
81780,30793,
12345,101363,
21084,252060,
72900,14247,
3064,207641,
138962,172226,
24978,316111,
89808,95830,
