,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp_rate,comp_inv,comp_diff,star_diff,price_diff,month
0,166950,2013-04-08 13:50:48,5,219,3.442096774193548,173.943125,219,82179,4,4.5,0,2.48,0.0829,5.18,143.0,0,5350,2,6,2,0,1,0,-20.181435135135132,1356.8819287833826,1,0.0,0.0,0.0,-0.5579032258064518,30.94312500000001,4
1,233789,2013-03-24 16:13:32,5,219,3.442096774193548,173.943125,17,127970,3,4.5,0,2.48,-1.0,5.93,164.0,1,5159,7,174,2,0,1,0,-20.181435135135132,2062.0,0,0.0,0.0,0.0,0.4420967741935482,9.943125000000009,3
2,326985,2012-12-30 10:04:41,5,219,3.442096774193548,173.943125,55,56226,3,4.0,1,1.95,-1.0,4.63,101.0,0,6063,3,242,2,0,1,1,-20.181435135135132,5134.71,0,0.0,0.0,0.0,0.4420967741935482,72.94312500000001,12
3,54970,2013-06-27 21:55:14,5,219,3.442096774193548,173.943125,99,64432,3,3.5,1,1.39,0.0046,0.0,102.0,0,11673,1,105,2,0,1,1,-20.181435135135132,1356.8819287833826,0,0.0,0.0,0.0,0.4420967741935482,71.94312500000001,6
4,3357,2012-11-09 16:42:04,5,92,3.442096774193548,173.943125,219,90946,3,4.5,1,2.08,0.0066,5.07,127.0,0,25479,2,28,1,0,1,1,-20.181435135135132,1356.8819287833826,0,0.0,0.0,7.0,0.4420967741935482,46.94312500000001,11
5,209223,2013-05-02 17:56:20,5,219,3.442096774193548,173.943125,219,48165,2,4.0,1,1.1,-1.0,4.41,54.0,0,21321,1,1,2,0,1,1,-20.181435135135132,89.23,0,0.0,0.0,0.0,1.4420967741935482,119.94312500000001,5
6,163274,2013-05-23 06:44:37,5,219,3.442096774193548,173.943125,219,133833,4,4.5,1,3.87,0.1436,5.67,159.0,0,17603,1,5,2,0,1,0,-20.181435135135132,0.67,0,0.0,0.0,0.0,-0.5579032258064518,14.943125000000009,5
7,276870,2013-04-19 03:22:37,5,117,3.442096774193548,173.943125,219,6439,5,4.5,1,5.78,0.5771,6.16,348.0,0,24700,2,30,8,2,4,0,-20.181435135135132,1356.8819287833826,1,0.0,0.0,0.0,-1.5579032258064518,-174.056875,4
8,73784,2013-02-24 22:10:57,5,219,3.442096774193548,173.943125,219,128825,2,2.5,0,1.95,0.1175,3.96,46.0,0,26085,1,4,2,0,1,1,-10.8734,4470.95,0,0.0,0.0,0.0,1.4420967741935482,127.94312500000001,2
9,102767,2013-04-19 08:34:44,5,219,3.442096774193548,173.943125,219,53172,4,4.5,1,0.0,-1.0,5.47,199.0,0,5196,1,0,2,0,1,1,-20.181435135135132,645.96,0,0.0,0.0,0.0,-0.5579032258064518,-25.05687499999999,4
