prop_id,srch_id,category
21198,26378,0.4896454
37798,128613,0.63291913
114250,133735,0.68501735
28908,18818,0.334704
77995,8701,0.42578053
71039,319792,0.646988
27828,276503,0.7930045
41066,74816,0.46455932
137083,272590,0.47610435
129488,227160,0.58856916
71699,273839,0.68221027
48407,84436,0.5652168
56796,21524,0.34213236
11302,155584,0.7908522
113035,176261,0.5433591
93741,74673,0.5274196
79209,152587,0.5158284
87326,30610,0.7726111
43261,266168,0.7020216
78739,302786,0.53286105
76398,205597,0.6600236
1833,94466,0.104925014
49368,276013,0.8089275
103872,102626,0.36567825
36952,199537,0.781148
89202,22428,0.43058902
140130,125680,0.5352341
112345,74008,0.50767016
128090,191684,0.596097
39004,17074,0.53548753
60170,294238,0.48761237
24157,50331,0.35730416
95763,149428,0.47826508
92135,165355,0.8640403
52279,11289,0.463101
86583,61089,0.672962
23256,11855,0.84553367
118188,241937,0.32605833
101621,93573,0.4202062
118588,268731,0.968758
4780,53372,0.36114872
124635,280098,0.46730995
98107,130141,0.7997097
104259,32740,0.5596614
134154,100052,0.55249053
9665,177226,0.52772355
130349,209264,0.49546653
35936,224931,0.605743
62404,36208,0.48679793
5847,327244,0.61600006
20406,247564,0.31851366
74048,136624,0.2722384
50284,132661,0.3190789
135247,233544,0.2691717
133451,320101,0.5336084
101096,107,0.6103716
38161,181111,0.27555704
39292,72007,0.25320584
75952,53275,0.58172745
68184,111977,0.42994002
101728,44414,0.9997383
31135,136990,0.82708037
132122,5269,0.35378754
35479,300879,0.48409945
29633,24742,0.517127
37171,195,0.38824666
1162,7859,0.24490395
116747,16913,0.7703357
13992,8409,0.75108486
103757,239404,0.6793918
103862,100739,0.49533972
16649,222808,0.5732681
107973,226462,0.47353098
69370,218179,0.37526628
83840,250996,0.6986092
112502,278254,0.41328567
119049,199972,0.5066517
127808,22049,0.51601905
22476,90541,0.6458752
121053,261410,0.66077036
120695,19066,0.3337461
42171,39360,0.438591
3065,150552,0.51331806
63962,90995,0.69668454
117218,179100,0.43135548
78474,213080,0.59066105
131875,134924,0.9830698
54247,154528,0.56192005
49579,118211,0.52952296
18716,184485,0.4106269
25665,169947,0.75934625
3709,178714,0.591251
12641,299209,0.23220593
101594,209511,0.35467228
16499,291953,0.6828347
61011,24862,0.4441508
73851,31852,0.5613381
71739,310363,0.57548517
40974,156649,0.30949238
84413,34499,0.56745
107744,245454,0.6752447
2771,120254,0.435959
73307,224603,0.4707765
97982,295226,0.5437612
25168,61696,0.4337776
75778,323017,0.7339781
82620,241325,0.5718589
119207,62251,0.7126975
94837,136165,0.48350295
39789,73861,0.41278705
22859,133041,0.79514337
7349,64637,0.29476228
140264,327949,0.21991022
48364,138027,0.68903875
93502,15046,0.758645
9545,308361,0.8481662
69092,191986,0.4832734
28333,1272,0.31652987
98488,121260,0.5014328
114557,141297,0.32230282
134833,274419,0.6296831
8898,226219,0.40282178
12651,324424,0.807303
98730,44291,0.31804729
133848,176833,0.5019385
44375,218606,0.66516566
67617,36604,0.44685674
79490,84911,0.22497776
128682,314652,0.6243602
128154,136320,0.64199406
14808,169074,0.5481209
36010,302065,0.30037966
78400,24411,0.46287572
39152,138194,0.47707108
62740,324843,0.29049203
104634,20427,0.18766521
38758,1716,0.54894674
85576,251615,0.6435612
102234,9947,0.65523225
116859,224325,0.59744155
98769,65252,0.3835443
130594,293360,0.7955153
59809,212489,0.4694736
130154,103860,0.46562165
27002,168220,0.75737756
47912,281482,0.50250345
41088,166598,0.23167467
61594,280860,0.50861186
19233,145390,0.4119244
99430,250510,0.52417165
125611,66273,0.58647203
40491,31476,0.65853053
121115,126975,0.4494609
138628,239089,0.48505124
127495,268833,0.5959463
78360,72403,0.66068554
22013,98741,0.41681564
64274,71566,0.9327636
22300,123628,0.49883988
80869,278851,0.31706992
140761,308309,0.53020257
35193,97201,0.29656848
40441,117420,0.5887278
51371,311808,0.6355313
80400,44532,0.40244374
71135,24749,0.8074034
69649,69207,0.29611027
102529,180960,0.7593601
69923,67920,0.64541996
75955,128240,0.7285853
4304,127497,0.8412483
109958,45086,0.4636868
76167,148081,0.68700653
37581,3253,0.93151164
27867,285518,0.38868517
68420,6980,0.5526458
52330,231731,0.7922797
34942,265853,0.4855141
108827,199291,0.4597089
106919,122728,0.36341536
28444,288098,0.5524665
62823,109480,0.942202
9987,191427,0.7411931
63604,212625,0.74992406
9434,79513,0.6237975
34677,122662,0.5391703
27302,106425,0.7310639
110202,241445,0.5141406
89672,22746,0.4227566
2330,296236,0.9616483
120968,318214,0.4436116
45242,161236,0.58434117
139893,331478,0.48379686
29856,159060,0.2763129
59204,267029,0.6432551
41740,278665,0.44682673
42202,163598,0.41879308
7997,115385,0.39516452
70684,202649,0.47500664
20659,145921,0.537159
132577,104951,0.5745214
60207,252592,0.48535663
8139,56918,0.42334285
127959,57173,0.5057231
115544,172943,0.76061165
20015,302193,0.5652928
41279,92766,0.4656959
100547,155228,0.6239212
126893,271018,0.4984931
75291,154532,0.7469008
125409,172854,0.75484365
755,240358,0.7735203
10214,86503,0.76761407
60725,265809,0.4885956
96916,184674,0.41251135
78574,147936,0.868779
4867,93353,0.4738549
28726,212163,0.99260336
73871,225037,0.35467213
40184,324662,0.60609543
48797,28815,0.7175809
44060,152904,0.3991032
116176,8941,0.6277965
26739,200507,0.7885544
80605,173717,0.44901934
132998,208745,0.6298832
22434,137569,0.4786182
127548,7354,0.85872173
42225,76582,0.484819
119306,250197,0.5296092
19210,59711,0.64975613
94554,223759,0.5092886
11147,131473,0.29389834
46569,183109,0.6705376
70221,197305,0.40905115
38947,4887,0.70272285
90730,99656,0.23669705
23436,198643,0.8942714
45731,54235,0.26844874
112479,299604,0.5815316
136787,317315,0.9454564
85116,174409,0.4180081
45365,319420,0.845213
95215,278807,0.55073094
32363,255245,0.81288946
98784,319182,0.56558084
44045,61623,0.66539633
115123,118195,0.4486733
135096,272630,0.58416414
113035,127645,0.09894159
131892,181818,0.32031974
90015,134428,0.447886
70591,87611,0.3350201
136880,122821,0.7196277
6435,244318,0.53978395
34009,328861,0.6047716
45851,286478,0.35730016
65623,51869,0.34107497
140640,310521,0.8710028
134845,186031,0.67055905
31286,234892,0.23046272
61427,204011,0.9845344
64446,85557,0.7204121
60962,274801,0.6504983
26143,112024,0.38296232
31573,37472,0.5327665
