prop_id,srch_id,category
21198,26378,0.5784813
37798,128613,0.2746436
114250,133735,0.7987522
28908,18818,0.43078157
77995,8701,0.46466342
71039,319792,0.57437015
27828,276503,0.46765155
41066,74816,0.4036306
137083,272590,0.422456
129488,227160,0.8284204
71699,273839,0.3886501
48407,84436,0.5033535
56796,21524,0.57014024
11302,155584,0.48959315
113035,176261,0.53364503
93741,74673,0.3558948
79209,152587,0.41479737
87326,30610,0.48446032
43261,266168,0.6728741
78739,302786,0.78054327
76398,205597,0.7352458
1833,94466,0.6037961
49368,276013,0.5560866
103872,102626,0.66843987
36952,199537,0.37759787
89202,22428,0.4493128
140130,125680,0.66381276
112345,74008,0.4472395
128090,191684,0.60771227
39004,17074,0.7016895
60170,294238,0.6063695
24157,50331,0.43883815
95763,149428,0.71796894
92135,165355,0.8558443
52279,11289,0.6750277
86583,61089,0.62991786
23256,11855,0.741065
118188,241937,0.48967534
101621,93573,0.6710414
118588,268731,0.38699278
4780,53372,0.43086773
124635,280098,0.63735473
98107,130141,0.5332345
104259,32740,0.425147
134154,100052,0.9783393
9665,177226,0.46820363
130349,209264,0.66212577
35936,224931,0.476711
62404,36208,0.2742405
5847,327244,0.6805011
20406,247564,0.68347013
74048,136624,0.64632297
50284,132661,0.60097003
135247,233544,0.48655745
133451,320101,0.5212926
101096,107,0.6655704
38161,181111,0.54645336
39292,72007,0.49821028
75952,53275,0.40954828
68184,111977,0.55778176
101728,44414,0.43773335
31135,136990,0.3298077
132122,5269,0.7711222
35479,300879,0.5944382
29633,24742,0.576682
37171,195,0.76817167
1162,7859,0.5081294
116747,16913,0.51553994
13992,8409,0.42981446
103757,239404,0.36874104
103862,100739,0.6489244
16649,222808,0.4060811
107973,226462,0.635957
69370,218179,0.5385386
83840,250996,0.7789797
112502,278254,0.55194646
119049,199972,0.730417
127808,22049,0.5284073
22476,90541,0.52817684
121053,261410,0.5788137
120695,19066,0.43997812
42171,39360,0.65873694
3065,150552,0.5018672
63962,90995,0.5055768
117218,179100,0.5576633
78474,213080,0.50699234
131875,134924,0.6071848
54247,154528,0.47029284
49579,118211,0.66386634
18716,184485,0.66315806
25665,169947,0.5245064
3709,178714,0.4284662
12641,299209,0.6464531
101594,209511,0.6486943
16499,291953,0.2397899
61011,24862,0.5526773
73851,31852,0.72143066
71739,310363,0.484683
40974,156649,0.3308672
84413,34499,0.3654096
107744,245454,0.5091431
2771,120254,0.5337047
73307,224603,0.5959287
97982,295226,0.4810792
25168,61696,0.732911
75778,323017,0.7366913
82620,241325,0.5353143
119207,62251,0.50284284
94837,136165,0.22632697
39789,73861,0.573999
22859,133041,0.75035715
7349,64637,0.6643826
140264,327949,0.82143795
48364,138027,0.53834254
93502,15046,0.35937944
9545,308361,0.10489336
69092,191986,0.5140416
28333,1272,0.61345756
98488,121260,0.66613203
114557,141297,0.5577994
134833,274419,0.36590508
8898,226219,0.44119966
12651,324424,0.51767826
98730,44291,0.6654551
133848,176833,0.3372386
44375,218606,0.7900994
67617,36604,0.33828598
79490,84911,0.70304203
128682,314652,0.41628867
128154,136320,0.34289262
14808,169074,0.36842322
36010,302065,0.618516
78400,24411,0.69345796
39152,138194,0.49223375
62740,324843,0.37220252
104634,20427,0.50883055
38758,1716,0.3742971
85576,251615,0.60109085
102234,9947,0.4597137
116859,224325,0.39032498
98769,65252,0.52571917
130594,293360,0.4241676
59809,212489,0.53093976
130154,103860,0.47473952
27002,168220,0.39662147
47912,281482,0.785192
41088,166598,0.6124301
61594,280860,0.36852607
19233,145390,0.5755109
99430,250510,0.485291
125611,66273,0.54353064
40491,31476,0.53495497
121115,126975,0.7109289
138628,239089,0.76326674
127495,268833,0.41111836
78360,72403,0.5516068
22013,98741,0.63503283
64274,71566,0.64589083
22300,123628,0.33484316
80869,278851,0.5032431
140761,308309,0.38676244
35193,97201,0.88431776
40441,117420,0.26227134
51371,311808,0.5547786
80400,44532,0.56412095
71135,24749,0.55512816
69649,69207,0.55195403
102529,180960,0.3695684
69923,67920,0.72425735
75955,128240,0.37140512
4304,127497,0.46424344
109958,45086,0.3972401
76167,148081,0.77955085
37581,3253,0.84683526
27867,285518,0.506882
68420,6980,0.50814307
52330,231731,0.8329197
34942,265853,0.58319044
108827,199291,0.5555445
106919,122728,0.58649063
28444,288098,0.46264747
62823,109480,0.63595814
9987,191427,0.42462993
63604,212625,0.009390175
9434,79513,0.509687
34677,122662,0.38518077
27302,106425,0.57793856
110202,241445,0.52405536
89672,22746,0.6533415
2330,296236,0.6076295
120968,318214,0.90529925
45242,161236,0.46615937
139893,331478,0.47729158
29856,159060,0.77447647
59204,267029,0.5163655
41740,278665,0.64965445
42202,163598,0.27979964
7997,115385,0.67627585
70684,202649,0.5802006
20659,145921,0.32669458
132577,104951,0.7384308
60207,252592,0.41193444
8139,56918,0.23053724
127959,57173,0.5092329
115544,172943,0.3947326
20015,302193,0.350704
41279,92766,0.66939443
100547,155228,0.5505406
